,title,description,link,published
11,อยาทราบชื่อเพลงนี้ค่ะ ตามหาให้ที,https://m.pantip.com/topic/33786278? ตามมาจากกระทู้นี้เลยค่ะ ตามหาเพลงที่เคยฟังนานแล้ว แต่จำชื่อไม่ได้ จำได้แต่mv เนื้อเรื่องแระมาณว่านางเอกตายเพราะโดนรถชน พระเอกซึมเศร้านั่งรถเข็น มีผญ มาชอบพระเอก(ผญ,https://pantip.com/topic/40524666,"Tue, 16 Feb 2021 16:33:03 +0700"
12,หาเพลง,ตามหาเพลงไทยที่ร้องว่า 'มันไม่ใช่เรา เพราะเธอเลือกเขามากกว่าฉัน~'(เสียงผู้ชาย)ประมาณนั้น,https://pantip.com/topic/40524683,"Tue, 16 Feb 2021 16:42:08 +0700"
13,เทียบหลวงพ่อคูณ กับ เช เกบารา รับได้กันไหมคะ,ของเรามีเอาทำเพลงไปแล้ว เขก โป๊ก โป๊ก จำไว้ให้ดี คือแบรนด์เสื้อเขาคงไม่เอาไปทำถึงขนาด เช เกบารา ความเห็นส่วนตัวของเดี๊ยน เดี๊ยนรับได้นะคะ เลยอยากทราบความคิดเห็น ความรู้สึก ของเหล่าศิษยานุศิษย์ ของหลวง,https://pantip.com/topic/40524688,"Tue, 16 Feb 2021 16:44:13 +0700"
14,มาใครรู้ร้านขายPowerbank การ์ตูนบ้างครับ,ตอนนี้ผมหาร้านขายpowerbankพวกการ์ตูนavengeraครับมีใครพอมีร้านแนะนำไหมครับ,https://pantip.com/topic/40524705,"Tue, 16 Feb 2021 16:52:46 +0700"
15,หุ้นบวก 0.39..     เราก็ลืมๆๆๆไปซื้อ ล็อตเตอรรี่  ติดงานแต่เช้าเลย  อดได้ค่าเรือรบเลย..sccc   ea ก็มาขึ้นกลางทางเมื่อวาน,,https://pantip.com/topic/40524709,"Tue, 16 Feb 2021 16:54:47 +0700"
16,จะเปิดพอร์ตหุ้นผ่าน app Weathme ของกรุงไทย ต้องมี บ.ธนาคารกรุงไทย ไหม,ตอนลงทะเบียน ระบบแจ้ง หมายเลขบัตรประชาชนนี้ยังไม่มีบัญชีในระบบ หมายถึงบัญชีเงินฝาก ของธนาคารกรุงไทยใช่ไหมครับ ต้องไปเปิดก่อนใช่ไหม,https://pantip.com/topic/40524706,"Tue, 16 Feb 2021 16:53:11 +0700"
17,(......ปล่อยหุ้นขาโหด ไปครึ่งนึง.......),โหดจัดปลัด......เช้าบวก10กว่า%ปิดลบ-6.6% ปล่อยไป1.8 ก็เกือบ1เด้งละ ก็พวกเจ้ามือเขาเล่นเอาตังค์นี่นะ ว่ากันไม่ได้เนอะ..... น้องอร....ลงได้เรื่อยๆนะ รับได้....ตลอดทั้งปี,https://pantip.com/topic/40524758,"Tue, 16 Feb 2021 17:16:31 +0700"
18,มาแชร์เพลง Girl Group ที่ฟังครั้งแรกติดหูเลย ไม่ต้องสะกดจิตฟังหลาย ๆ รอบ,As if it's your last - Blackpink ไม่มีท่อนเอ๊ะ!!เลย ชอบมาก ท่อนแร็ปก็ flow ไปกับเนื้อเพลงส่วนอื่น ฮุคก็ hype อารมณ์กำลังดี Mago - GFRIEND เพลงดีมาก ให้เป็นเพลงที่ชอบที่สุดของเกิร์ลกรุ๊ปปีที่แล้วเลย ฟั,https://pantip.com/topic/40524805,"Tue, 16 Feb 2021 17:44:22 +0700"
19,เคยเเอบชอบคนที่เขามาชอบเราก่อนไหม,5555มีคนมาชอบเราคนนึงเขาเคยส่งเพลงมาจีบด้วยเเต่เราไม่เคยสนใจเลย เเละไม่เคยคิดจะชอบเลยเพราะเขาไม่ค่อยสวย(เขาคือเพื่อนของเพื่อนในห้องเรา) เเต่พอผ่านไป2-3เดือน เราก็เริ่มรู้สึกเหมือนจะชอบเขาทั้งที่ไม่เคย,https://pantip.com/topic/40524828,"Tue, 16 Feb 2021 17:54:49 +0700"
20,เปิดพอร์ตหุ้นกับ SCB >>> เติมเงิน แล้วเงินไม่เข้า!!!!!!,มีใครเจอปัญหานี้เหมือนกันมั้ยคะ ..... ?? เริ่มเล่นหุ้นครั้งแรก เลือกเปิด Port กับ SCB แต่พอเติมเงินเข้าบัญชี เพื่อเล่นหุ้นใน Streaming แต่เงินไม่เข้า เป็นมาหลายรอบแล้ว !!!!!!!!!!!!!! โทรไป Call Center,https://pantip.com/topic/40524824,"Tue, 16 Feb 2021 17:53:56 +0700"
21,เพลงที่พับนกกระเรียน,เพลงที่พับนกกระเรียนให้คนป่วย,https://pantip.com/topic/40524842,"Tue, 16 Feb 2021 18:03:08 +0700"
22,คอมรึโน๊ตบุคถูกๆทำเพลงได้ไหม,[Spoil] คลิกเพื่อดูข้อความที่ซ่อนไว้งบ6000-7000 นี่ไม่ความรุ้เรื่องคอมกับโน๊ตบุ้คควร จะเลือกแบบไหน ที่เป็นแบบพื้นฐานใช้คิวเบส5ได้ไม่ต้องใช้ได้ดีเวอร์แบบใช้แค่เริ่มแรกๆไปก่อนครับควรเลือกแบบไหน,https://pantip.com/topic/40524851,"Tue, 16 Feb 2021 18:06:58 +0700"
23,IND :  หุ้นน้อยใหม่ IPO โดนมาตรการ Trading Alert ติด Cash ระดับ 2 เริ่ม 17/2/2564,IND เข้ามาซื้อขาย https://www.set.or.th/set/newsdetails.do?newsId=16085066423801&amp;language=th&amp;country=TH วันแรก 22/12/2563 แล้ว โดน Cash https://www.set.or.th/set/newsdetails.do?newsId=16092855,https://pantip.com/topic/40524875,"Tue, 16 Feb 2021 18:18:11 +0700"
24,หุ้นตัวไหนประกาศผลดำเนินงานวันไหน....เขาสามารถรู้ล่วงหน้าจากที่ไหนคะ,,https://pantip.com/topic/40524961,"Tue, 16 Feb 2021 19:03:00 +0700"
25,ตามหาเกมออนไลน์สมัยก่อนครับ,เป็นเกมแนวแอ็คชั่นภาพ3D แบ่งข้างสู้กันภาพแนวการ์ตูนเท่ๆที่จำได้มีอาวุธเยอะมากมีเคียวปืนดาบ และที่จำได้แม่นเลยคือมีปืนพกคู่รูปปลา หาชื่อยังไงก็ไม่เจอใครรู้จักช่วยบอกหน่อยอยากรู้มาก,https://pantip.com/topic/40526140,"Wed, 17 Feb 2021 09:58:58 +0700"
26,วันนี้ DELTA จะได้เลื่อนตำแหน่งอีกมั้ย  หุ้นดีที่คนตาไม่ถึง    ?,ผมเล่นหุ้นมานาน ผมดูออก เพชรน้ำงามประจำปีนี้ 800 นะจ๊ะ ปล. OR มันหุ้นคนละชั้นกับ DELTA วันนี้จะไปแตะ 100 มั้ย 55555,https://pantip.com/topic/40526156,"Wed, 17 Feb 2021 10:08:52 +0700"
27,อยากรู้ชื่อเพลงนี้,มันมีเพลงๆหนึ่งครับ เคยได้ยินผ่านTiktok มันน่าจะร้องเป็นภาษาอังกฤษ ว่า เอะ เอะ เอ้ อมอลเดะเคชัน ประมานนี้เเหละครับ คลิปมันจะเป็นเกมงูในโทรสับปุ่มกด ละก็ใส่เนื้อร้องนี้เข้าไป เเต่ผมไม่รู้ว่ามันคือเพลงไ,https://pantip.com/topic/40526157,"Wed, 17 Feb 2021 10:09:00 +0700"
28,เพราะเหตุใด บี้ สุกฤษดิ์ มีเพลงฮิตมากมาย แต่ปัจจุบันเพลงของบี้ถูกลืมเลือนไม่ค่อยนำมาร้อง นำมาเปิดฟัง,สมัยก่อนบี้ปล่อยเพลงให้ฮิตติดหูหมดไปกระแสไวรัลช่วงนั้น ทั้งคุณ ถกลเกียรติ โปรโมทมากต้องมีเพลงของบี้ทุกรายการเพลง ทั้งของแกรมมี่ ทั้งช่องเครือเอ็กแช็ค ในรายการเดอะสตาร์ผู้เข้าแข่งทุกวีคต้องร้องเพลงบี้,https://pantip.com/topic/40526177,"Wed, 17 Feb 2021 10:24:03 +0700"
29,หลักทรัพย์ บัวหลวงโทรไม่รับ ตัดสายตลอดใครเปนบ้างค่ะ,ตอนนี้เราสมัครสมาชิกเปิดบัญชีซื้อขาย หรือเปิดพอร์ตหุ้นกับโบรกเกอร์นี้ ซึ่งทำมา5วันแล้วไม่มีเมลล์ตอบกลับ โทรไปก็ไม่เคยรับตัดสายอีกคืองานมันเยอะขนาดคุณรับสายไม่ได้เลยหรอนี่คือการบริการมั้นตอบสักคำก็ได้น,https://pantip.com/topic/40526192,"Wed, 17 Feb 2021 10:28:46 +0700"
30,STGT สอบถามครับ,EPSปี2563เท่ากับ 5.94 ที่ราคาตอนนี้ 40.5บาท คิดเป็น PE 6.81 เท่า ผมงงว่าต้องเอา ราคาหุ้นตอนไหนมาคิดหรอครับ ถ้าเกิดสมมติว่ามันไม่แตกพาร์ PE มันก็จะเท่ากับ 81บาท/5.94=13.64เท่า ตกลงคิดวิธีไหนครับ,https://pantip.com/topic/40526200,"Wed, 17 Feb 2021 10:34:28 +0700"
31,อร OR วันนี้ไม่ค่อยมี อะไรละ..มาดู รายชื่อโครงสร้างผู้ถือหุ้นน้องอร ดีกว่า.ptt ถือ 8000 ล้าน คูณ 30 ก็ 2.4 แสนล้านแล้ว,,https://pantip.com/topic/40526196,"Wed, 17 Feb 2021 10:32:03 +0700"
32,สอบถามเกี่ยวกับการถอนเงินจาก บช. หุ้นของ กสิกรหน่อยครับ,พอผมทำเรื่องถอนเงินจาก บช หุ้นไปเมื่อวานตอน 9 โมงเช้า วันถัดมาเข้าไป check ใน status มันเปลี่ยนจาก pending เป็น complete แล้ว แต่ว่าเงินยังไม่เข้าบัญชีเลย มันไม่ได้เข้าเลยหรอครับ แล้วมันต้องรออีกนานไห,https://pantip.com/topic/40526195,"Wed, 17 Feb 2021 10:29:43 +0700"
33,วันนี้มีเปิดซื้อ-ขายหุ้นตัวใหม่ จากรูป สงสัยเรืองตอนซื้อหุ้นราคาเปิดตัว จะได้ราคาอะไรก่อนครับ,จากรูป สงสัยเรืองตอนซื้อหุ้นราคาเปิดตัว จะได้ราคาอะไรก่อนครับ วันนี้มีเปิดตัวหุ้น TQR ตลาด MAI ราคาเปิด IPO ตัว 5.10 บาท แต่ราคา ATO ฝั่งขาย ตั้งแต่ราคา 8 - 10.20 มี vol รวมอยู่ 3.8 ล้าน ถ้าเวลาเปิดตล,https://pantip.com/topic/40526212,"Wed, 17 Feb 2021 10:40:19 +0700"
34,เขาหาหุ้นกันก่อนเทรดวันแรกได้ยังไง,วันนี้ TQR เข้าเทรดวันแรก ฝั่งด้านขวา เป็น 0 แต่มีบันทึกการขาย เด้งให้เห็น คำถามถือ เขาไปได้หุ้นมาก่อนเปิดตลาดยังไง ถ้าผมอยากซื้อก่อนเวลา ผมควรติดต่อใคร เมื่อหาในกูเกิลไม่เจอครับ ^3^ ด้วยความมือใหม่ ข,https://pantip.com/topic/40526258,"Wed, 17 Feb 2021 10:57:26 +0700"
35,มาแว้ววววววว   DELTA   พี่น้องอย่าแช่งกันเลยนะ  ?,ถ้าไม่มีเค้า SET จะแดงนะ ปล. หุ้นดีแบบนี้ไม่เล่น ไปเล่น OR 5555555,https://pantip.com/topic/40526257,"Wed, 17 Feb 2021 10:57:21 +0700"
36,คุณจอมขวัญ จากรายการ ถามตรงๆกับจอมขวัญ พูดถึง Attack on titan,นาทีที่ 19:10 คุณขอมขวัญพูดเกี่ยวกับอนิเมะ Attack on titan &quot;กลุ่มที่เราคิดว่าเป็นศัตรูเขาก็มีชุดข้อมลอีกชุดหนึ่งซึ่งคนสองกลุ่มมีความเชื่อในฐานชุดข้อมูลที่ต่างกัน&quot; เมื่อกับไปมองตัวละครกาบิเธอ,https://pantip.com/topic/40526263,"Wed, 17 Feb 2021 10:59:03 +0700"
37,หุ้นขาขึ้น แต่เศรษฐกิจยังไม่ดี นี่คือช่วงฟองสบู่หรือเปล่า?,ตลาดหุ้นขาขึ้น แต่เศรษฐกิจยังไม่ฟื้นตัวชัดเจน แล้วเรากำลังอยู่ในภาวะฟองสบู่การลงทุนหรือเปล่า?,https://pantip.com/topic/40526260,"Wed, 17 Feb 2021 10:58:08 +0700"
38,+++ ใครตั้งซื้อ ato TQR แต่ไม่ได้ของบ้างครับ +++,หรือเราตั้งซื้อช้าเกินไป ไม่ถึงคิวเรา เพราะหุ้นมีน้อย ใช่รึป่าวครับ,https://pantip.com/topic/40526270,"Wed, 17 Feb 2021 11:04:23 +0700"
39,โปร shopping online >>lazada / shopee ทำไมเงียบไป,โปร shopping online &gt;&gt;lazada / shopee ทำไมเงียบไปครับ หรือต้องรอช่วง 11.11 12.12 จำได้ว่าตอนโปร 11.11 นี่เพลงโฆษณาติดหูมาก มินโฮ กับ เบลล่า แล่นอยู่ในหัวสมองผมอยู่สักพักเลยแหละ มาต้นปีนี้เงียบๆไ,https://pantip.com/topic/40526273,"Wed, 17 Feb 2021 11:07:53 +0700"
40,OR จะหลุดจองไหมครับ โดนเทขายหนักมาก,เสียวๆๆๆ 555 ขาแช่งไม่มีหุ้น เพราะหุ้นแพงมากๆๆๆๆๆ อิอิ,https://pantip.com/topic/40526289,"Wed, 17 Feb 2021 11:12:29 +0700"
41,!!!!! เตือน TQR กำไร 9เดือนแรก 3.73บาทต่อหุ้น คิดใหม่ได้ 0.4บาท และ 0.298บาท แค่นั้น???,กำไรต่อหุ้น ยอด 9 เดือน 3.73บาท พาร์ 0.5บาท มันคำนวณจากจำนวนหุ้นถัวเฉลี่ยถ่วงน้ำหนัก คือ ทุนมี 7.5 ล้านบาท 1ม.ค.63ถึง 17กย63 (15ล้านหุ้น*0.5บาท) แล้ว 18กย63-30กย.63 เป็น 85ล้านบาท (170ล้านหุ้น*0.5บาท),https://pantip.com/topic/40526351,"Wed, 17 Feb 2021 11:37:21 +0700"
42,เลือกโบกเกอร์ผิด เจ็บแล้วจำ OR พี่ขอลาก่อน,เปิดพอร์ตหุ้นไว้กับ SCBS บอกก่อนว่าเราเป็นนักลงุทนรายใหม่ ทุนน้อยแต่อยากเริ่มศึกษาการลงทุน เห็นมี SCB ที่สมัครเปิดพอร์ตหุ้นง่าย ทำออนไลน์ได้เลย ไม่ต้องเสียเวลาไปที่ธนาคาร แถมเริ่มลงทุนได้น้อยๆ ไม่ต้อง,https://pantip.com/topic/40526339,"Wed, 17 Feb 2021 11:33:43 +0700"
43,หุ้น OR ยังไม่เข้า port SCBS ไร้ช่องทางการติดต่อ และการติดต่อกลับจากเจ้าหน้าที่,จากที่ได้จองหุ้นไป OR เข้า พอตหุ้นของ SCBS จองผ่านธนาคารกรุงไทย กรุงไทยส่ง email มาบอก ได้รับจัดสรรหุ้น ครบตามจำนวน ซึ่ง SBCS วันเปิดตลาด 11 กพ.64 หุ้นก็ยังไม่เข้า จนวันนี้ 17 กพ.64 ก็ยังไม่เข้า จะถาม,https://pantip.com/topic/40526319,"Wed, 17 Feb 2021 11:23:11 +0700"
44,ZMICOใครมาปั่นราคา....เล่นเอาหุ้นมาจากไหนกันหมุนเวียนกี่รอบๆๆๆๆๆๆ,เจ้ามือช่างคิดได้เนอะ วอลุ่มเทียมเก๊ๆทำไทุกวัน,https://pantip.com/topic/40526311,"Wed, 17 Feb 2021 11:19:21 +0700"
45,Bualuang Securities 02-618-1111 เบอร์นี้ไม่มีคนรับโทรศัพท์เหรอครับ,ก่อนหน้านี้เมื่อปีที่แล้วได้เปิดบัญชีหุ้นไว้ แต่ไม่ได้เล่นเลยก็ตั้งใจจะปิดบัญชี ตั้งใจจะปิดบัญชี ก็เลยโทรไปที่เบอร์นี้ 02-618-1111 กด 1 โทรไปรออยู่ 20 นาที่ไม่มีคนรับโทรศัพท์เลยโทรไปอีกหลายครั้งก็รอสา,https://pantip.com/topic/40526363,"Wed, 17 Feb 2021 11:41:59 +0700"
46,FIFO ในระบบซื้อขายหุ้นนับรวมกรณีได้ปันผลเป็นหุ้นไหมครับ,เช่นกรณีที่ได้ปันผลเป็นหุ้น ซื้อหุ้นเพิ่มทุน แตกพาร์ เขานับพวกนี้เป็น 1 คำสั่งซื้อหรือเปล่า,https://pantip.com/topic/40526362,"Wed, 17 Feb 2021 11:41:52 +0700"
47,ยังรอเทอ OR,เห็นโยนไม้ใหญ่ๆเยอะ รับมีแต่ไม้เล็กๆ แต่ยังไม่หลุด 31.5 นานมาก เม่าแข็งแกร่ง สมเป็นหุ้นมหาชน ผมยังรอรับอยู่นะ ไม้แรก 30 ขาดตัว มามะ,https://pantip.com/topic/40526386,"Wed, 17 Feb 2021 11:52:33 +0700"
48,ผมอยากรู้ว่าหุ้น or ตอนนี้ผมอยู่ไหนครับ,พอดีว่าผมแม่ไปซื้อหุ้นor ที่ธนาคารktb มาครับแล้วทีนี้ผมดันเอาไปเข้าพอร์ตผิดดันเข้าเป็นชื่อผมซึ่งผมมารู้ทีหลังว่ามันไม่ได้เพราะผมไม่ได้ศึกษามาก่อนเลยเพิ่งมารู้ทีหลัง ซึ่งผมเปิดพอร์ตไว้กับ scbs ตอนนี้เอ,https://pantip.com/topic/40526425,"Wed, 17 Feb 2021 12:07:12 +0700"
49,Wannabe - itzy ท่อนฮุคคือท่อนไหนคะ,เพลง wannabe ของวงอิทจี ท่อนฮุคคือท่อนไหนหรอคะ,https://pantip.com/topic/40526433,"Wed, 17 Feb 2021 12:09:28 +0700"
50,หุ้นorปิดตาย,จะปิดตลาดช่วงเข้าเเล้วorดิ่งลงอย่างเดียวกัน​ กองทุนมาข่วงบ่ายเหรอคับ😌,https://pantip.com/topic/40526448,"Wed, 17 Feb 2021 12:17:19 +0700"
